company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_name,investor_region,funding_round_type,metric
Kwelia,,,,,,,,,Kwelia        
Veraz Networks,,,,,,,,,Veraz Networks        
RightCare Solutions,,,,,,,,,RightCare Solutions        
MapMyFitness,,,,,,,,,MapMyFitness        
GlobalServe,,,,,,,,,GlobalServe        
Zumbox,,,,,,,,,Zumbox        
Trover,,,,,,,,,Trover        
RideCharge,,,,,,,,,RideCharge        
Room 77,,,,,,,,,Room 77        
Yapta,,,,,,,,,Yapta        
buuteeq,,,,,,,,,buuteeq        
Nor1,,,,,,,,,Nor1        
Visage Mobile,,,,,,,,,Visage Mobile        
TasteBook,,,,,,,,,TasteBook        
ArcaNatura LLC,,,,,,,,,ArcaNatura LLC        
Cool Planet Energy Systems,,,,,,,,,Cool Planet Energy Systems        
On-Ramp Wireless,,,,,,,,,On-Ramp Wireless        
Drill Map,,,,,,,,,Drill Map        
Perfect Commerce,,,,,,,,,Perfect Commerce        
CE Interactive,,,,,,,,,CE Interactive        
Green Chips,,,,,,,,,Green Chips        
Message Bus,,,,,,,,,Message Bus        
Flicstart,,,,,,,,,Flicstart        
zuuka!,,,,,,,,,zuuka!        
iStoryTime,,,,,,,,,iStoryTime        
Kupu Hawaii,,,,,,,,,Kupu Hawaii        
Fingerprint,,,,,,,,,Fingerprint        
CashStar,,,,,,,,,CashStar        
Safeharbor Knowledge Solutions,,,,,,,,,Safeharbor Knowledge Solutions        
Oncothyreon,,,,,,,,,Oncothyreon        
Dynamic Signal,,,,,,,,,Dynamic Signal        
Scoutmob,,,,,,,,,Scoutmob        
Skyword,,,,,,,,,Skyword        
iHigh,,,,,,,,,iHigh        
Collective Media,,,,,,,,,Collective Media        
NuORDER,,,,,,,,,NuORDER        
CreativeLIVE,,,,,,,,,CreativeLIVE        
Mango Reservations,,,,,,,,,Mango Reservations        
Critical Links,,,,,,,,,Critical Links        
FIGS,,,,,,,,,FIGS        
Progreso Financiero,,,,,,,,,Progreso Financiero        
Minbox,,,,,,,,,Minbox        
ValveXchange,,,,,,,,,ValveXchange        
Stitch Labs,,,,,,,,,Stitch Labs        
TROVE Predictive Data Science,,,,,,,,,TROVE Predictive Data Science        
FindMySong,,,,,,,,,FindMySong        
North Shore InnoVentures,,,,,,,,,North Shore InnoVentures        
ReliOn,,,,,,,,,ReliOn        
ShowKit,,,,,,,,,ShowKit        
Pear (formerly Apparel Media Group),,,,,,,,,Pear (formerly Apparel Media Group)        
Brightcove,,,,,,,,,Brightcove        
OpenX,,,,,,,,,OpenX        
ImThera Medical,,,,,,,,,ImThera Medical        
Combinent Biomedical Systems,,,,,,,,,Combinent Biomedical Systems        
Nugg-it,,,,,,,,,Nugg-it        
BONDS.COM,,,,,,,,,BONDS.COM        
Tesla Motors,,,,,,,,,Tesla Motors        
Dakwak,,,,,,,,,Dakwak        
DeviceFidelity,,,,,,,,,DeviceFidelity        
MeMeMe,,,,,,,,,MeMeMe        
OtherInbox,,,,,,,,,OtherInbox        
TRUECar,,,,,,,,,TRUECar        
Dreamerz Foods,,,,,,,,,Dreamerz Foods        
Curis,,,,,,,,,Curis        
BioSante Pharmaceuticals,,,,,,,,,BioSante Pharmaceuticals        
iCAD,,,,,,,,,iCAD        
Foundation Medicine,,,,,,,,,Foundation Medicine        
WorldOne,,,,,,,,,WorldOne        
Practice Fusion,,,,,,,,,Practice Fusion        
Xquva,,,,,,,,,Xquva        
Fusion-io,,,,,,,,,Fusion-io        
NextIO,,,,,,,,,NextIO        
Mirantis,,,,,,,,,Mirantis        
Skyera,,,,,,,,,Skyera        
Interleukin Genetics,,,,,,,,,Interleukin Genetics        
Aurora Feint,,,,,,,,,Aurora Feint        
Astro Ape,,,,,,,,,Astro Ape        
AnchorFree,,,,,,,,,AnchorFree        
HelpMeRent.com,,,,,,,,,HelpMeRent.com        
Help Me Rent Magazine,,,,,,,,,Help Me Rent Magazine        
Mobile Content Networks,,,,,,,,,Mobile Content Networks        
Jawbone,,,,,,,,,Jawbone        
ShareThis,,,,,,,,,ShareThis        
Triad Semiconductor,,,,,,,,,Triad Semiconductor        
Epic Playground,,,,,,,,,Epic Playground        
Technorati,,,,,,,,,Technorati        
Etology,,,,,,,,,Etology        
Kicksend,,,,,,,,,Kicksend        
HighlightCam,,,,,,,,,HighlightCam        
Intercom,,,,,,,,,Intercom        
The Daily Hundred,,,,,,,,,The Daily Hundred        
ZeroDesktop,,,,,,,,,ZeroDesktop        
Boom Inc.,,,,,,,,,Boom Inc.        
mon.ki,,,,,,,,,mon.ki        
Alien Technology,,,,,,,,,Alien Technology        
redIT,,,,,,,,,redIT        
DivvyHQ,,,,,,,,,DivvyHQ        
Acumen Holdings,,,,,,,,,Acumen Holdings        
Enlyton,,,,,,,,,Enlyton        
Lumos Labs,,,,,,,,,Lumos Labs        
Grockit,,,,,,,,,Grockit        
Remark Media,,,,,,,,,Remark Media        
Rocket Fuel,,,,,,,,,Rocket Fuel        
Aperto Networks,,,,,,,,,Aperto Networks        
LeisureLogix,,,,,,,,,LeisureLogix        
Chartio,,,,,,,,,Chartio        
ZocDoc,,,,,,,,,ZocDoc        
Twitter,,,,,,,,,Twitter        
PeekYou,,,,,,,,,PeekYou        
General Compression,,,,,,,,,General Compression        
Bright View Technologies,,,,,,,,,Bright View Technologies        
Ebyline,,,,,,,,,Ebyline        
Bookigee,,,,,,,,,Bookigee        
Teleborder,,,,,,,,,Teleborder        
PayPal,,,,,,,,,PayPal        
ChannelAdvisor,,,,,,,,,ChannelAdvisor        
Craigslist,,,,,,,,,Craigslist        
Meetup,,,,,,,,,Meetup        
Magento,,,,,,,,,Magento        
Appcelerator,,,,,,,,,Appcelerator        
Cuturia,,,,,,,,,Cuturia        
Branding Brand,,,,,,,,,Branding Brand        
Ivantis,,,,,,,,,Ivantis        
Silver Spring Networks,,,,,,,,,Silver Spring Networks        
Optimum Energy,,,,,,,,,Optimum Energy        
TopSchool,,,,,,,,,TopSchool        
Demibooks,,,,,,,,,Demibooks        
Kleo,,,,,,,,,Kleo        
sunne.ws,,,,,,,,,sunne.ws        
OmniGuide,,,,,,,,,OmniGuide        
TAGSYS RFID Group,,,,,,,,,TAGSYS RFID Group        
CYBRA,,,,,,,,,CYBRA        
Migo Software,,,,,,,,,Migo Software        
P2 Science,,,,,,,,,P2 Science        
Arvinas,,,,,,,,,Arvinas        
ThirdLove,,,,,,,,,ThirdLove        
PunchTab,,,,,,,,,PunchTab        
Aristos Logic,,,,,,,,,Aristos Logic        
Initiate Systems,,,,,,,,,Initiate Systems        
Varonis Systems,,,,,,,,,Varonis Systems        
Verari Systems,,,,,,,,,Verari Systems        
Maginatics,,,,,,,,,Maginatics        
CrowdSling,,,,,,,,,CrowdSling        
Advaliant,,,,,,,,,Advaliant        
Smart Pipe,,,,,,,,,Smart Pipe        
Alphabet Energy,,,,,,,,,Alphabet Energy        
Lockstream,,,,,,,,,Lockstream        
StoneRiver,,,,,,,,,StoneRiver        
NexPlanar,,,,,,,,,NexPlanar        
CaterCow,,,,,,,,,CaterCow        
Appy Couple,,,,,,,,,Appy Couple        
Bespoke Post,,,,,,,,,Bespoke Post        
BuzzTable,,,,,,,,,BuzzTable        
Centzy,,,,,,,,,Centzy        
numberFire,,,,,,,,,numberFire        
Parking Panda,,,,,,,,,Parking Panda        
PublicStuff,,,,,,,,,PublicStuff        
LocalBonus,,,,,,,,,LocalBonus        
Pictorious,,,,,,,,,Pictorious        
Stray Boots,,,,,,,,,Stray Boots        
Wizpert,,,,,,,,,Wizpert        
Sitesimon,,,,,,,,,Sitesimon        
"Houdini, Inc.",,,,,,,,,"Houdini, Inc.        "
Jetaport,,,,,,,,,Jetaport        
SeamlessDocs (bizodo),,,,,,,,,SeamlessDocs (bizodo)        
Acquaintable,,,,,,,,,Acquaintable        
Consignd,,,,,,,,,Consignd        
Easy Pairings,,,,,,,,,Easy Pairings        
Monaeo,,,,,,,,,Monaeo        
Cognical,,,,,,,,,Cognical        
Suitey,,,,,,,,,Suitey        
TheSquareFoot,,,,,,,,,TheSquareFoot        
Trendalytics,,,,,,,,,Trendalytics        
Startist,,,,,,,,,Startist        
VocalizeLocal,,,,,,,,,VocalizeLocal        
TripleLift,,,,,,,,,TripleLift        
Rockerbox,,,,,,,,,Rockerbox        
Piiku,,,,,,,,,Piiku        
Nutmeg Education,,,,,,,,,Nutmeg Education        
Gigzolo,,,,,,,,,Gigzolo        
ClosetDash,,,,,,,,,ClosetDash        
Agolo,,,,,,,,,Agolo        
Admitted.ly,,,,,,,,,Admitted.ly        
SaleMove,,,,,,,,,SaleMove        
Pricing Engine,,,,,,,,,Pricing Engine        
Zenverge,,,,,,,,,Zenverge        
Morphlabs,,,,,,,,,Morphlabs        
BuildFax,,,,,,,,,BuildFax        
conXt,,,,,,,,,conXt        
DirectLaw,,,,,,,,,DirectLaw        
LevelEleven,,,,,,,,,LevelEleven        
Savedaily,,,,,,,,,Savedaily        
iViZ Security,,,,,,,,,iViZ Security        
Skorpios Technologies,,,,,,,,,Skorpios Technologies        
Sand 9,,,,,,,,,Sand 9        
ACTIVE Network,,,,,,,,,ACTIVE Network        
Phoenix Technologies,,,,,,,,,Phoenix Technologies        
DoesThatMakeSense.com,,,,,,,,,DoesThatMakeSense.com        
Wipit,,,,,,,,,Wipit        
Raynforest,,,,,,,,,Raynforest        
FeeFighters,,,,,,,,,FeeFighters        
Goshi,,,,,,,,,Goshi        
FanGo,,,,,,,,,FanGo        
PVPower,,,,,,,,,PVPower        
Tap.Me,,,,,,,,,Tap.Me        
BabbaCo,,,,,,,,,BabbaCo        
Buzz Referrals,,,,,,,,,Buzz Referrals        
CookItFor.Us,,,,,,,,,CookItFor.Us        
Exchangery,,,,,,,,,Exchangery        
GiveForward,,,,,,,,,GiveForward        
Food Genius,,,,,,,,,Food Genius        
Power2Switch,,,,,,,,,Power2Switch        
IntroFly,,,,,,,,,IntroFly        
Joystickers,,,,,,,,,Joystickers        
Shortlist,,,,,,,,,Shortlist        
71lbs,,,,,,,,,71lbs        
SpotHero,,,,,,,,,SpotHero        
Cureeo,,,,,,,,,Cureeo        
Fibroblast,,,,,,,,,Fibroblast        
Whimseybox,,,,,,,,,Whimseybox        
Moxie Jean,,,,,,,,,Moxie Jean        
Lasso,,,,,,,,,Lasso        
Vibrynt,,,,,,,,,Vibrynt        
Vidcaster,,,,,,,,,Vidcaster        
LuckyCal,,,,,,,,,LuckyCal        
"Wildfire, a division of Google",,,,,,,,,"Wildfire, a division of Google        "
KlickThru,,,,,,,,,KlickThru        
PayNearMe,,,,,,,,,PayNearMe        
Livingly Media,,,,,,,,,Livingly Media        
Ustream,,,,,,,,,Ustream        
DudaMobile,,,,,,,,,DudaMobile        
Nistica,,,,,,,,,Nistica        
Balluun,,,,,,,,,Balluun        
EnticeLabs,,,,,,,,,EnticeLabs        
Wetradetogether,,,,,,,,,Wetradetogether        
Fab.com,,,,,,,,,Fab.com        
Aereo,,,,,,,,,Aereo        
Remind101,,,,,,,,,Remind101        
SolarCity,,,,,,,,,SolarCity        
Tapad,,,,,,,,,Tapad        
APROOFED,,,,,,,,,APROOFED        
Curiosidy,,,,,,,,,Curiosidy        
BOLD Guidance,,,,,,,,,BOLD Guidance        
FlashStarts,,,,,,,,,FlashStarts        
Document Security Systems,,,,,,,,,Document Security Systems        
Aricent Group,,,,,,,,,Aricent Group        
inSilica,,,,,,,,,inSilica        
SG Biofuels,,,,,,,,,SG Biofuels        
EdeniQ,,,,,,,,,EdeniQ        
Seahorse Bioscience,,,,,,,,,Seahorse Bioscience        
Pigeonly,,,,,,,,,Pigeonly        
Kind Intelligence,,,,,,,,,Kind Intelligence        
Mingyian,,,,,,,,,Mingyian        
for; to (do) Centers,,,,,,,,,for; to (do) Centers        
Taskdoers,,,,,,,,,Taskdoers        
Univision,,,,,,,,,Univision        
Keepio,,,,,,,,,Keepio        
TransTech Pharma,,,,,,,,,TransTech Pharma        
moksha8 Pharmaceuticals,,,,,,,,,moksha8 Pharmaceuticals        
Trevena,,,,,,,,,Trevena        
GigaSpaces Technologies,,,,,,,,,GigaSpaces Technologies        
AudioMicro,,,,,,,,,AudioMicro        
Pie Digital,,,,,,,,,Pie Digital        
Simply Hired,,,,,,,,,Simply Hired        
Vice Media Group,,,,,,,,,Vice Media Group        
Infinia,,,,,,,,,Infinia        
Diffon,,,,,,,,,Diffon        
Luxtera,,,,,,,,,Luxtera        
piSociety,,,,,,,,,piSociety        
DecisionDesk,,,,,,,,,DecisionDesk        
FundersClub,,,,,,,,,FundersClub        
Instacart,,,,,,,,,Instacart        
Soldsie,,,,,,,,,Soldsie        
Strikingly,,,,,,,,,Strikingly        
Virool,,,,,,,,,Virool        
Coinbase,,,,,,,,,Coinbase        
TinderBox,,,,,,,,,TinderBox        
TalentBin,,,,,,,,,TalentBin        
YouEye,,,,,,,,,YouEye        
Partnered,,,,,,,,,Partnered        
Goldbely,,,,,,,,,Goldbely        
inDinero,,,,,,,,,inDinero        
PushToTest,,,,,,,,,PushToTest        
Safe Shepherd,,,,,,,,,Safe Shepherd        
SendHub,,,,,,,,,SendHub        
CircuitLab,,,,,,,,,CircuitLab        
Screenhero,,,,,,,,,Screenhero        
Teespring,,,,,,,,,Teespring        
drchrono,,,,,,,,,drchrono        
Boosted Boards,,,,,,,,,Boosted Boards        
Verbling,,,,,,,,,Verbling        
Altitude Digital,,,,,,,,,Altitude Digital        
NewTide Commerce,,,,,,,,,NewTide Commerce        
Nomorerack.com,,,,,,,,,Nomorerack.com        
Playviews,,,,,,,,,Playviews        
Topix,,,,,,,,,Topix        
4INFO,,,,,,,,,4INFO        
Cozi Group,,,,,,,,,Cozi Group        
Livestream,,,,,,,,,Livestream        
Ongo,,,,,,,,,Ongo        
PernixData,,,,,,,,,PernixData        
Dropost.it,,,,,,,,,Dropost.it        
EpiVax,,,,,,,,,EpiVax        
Conexus-IT,,,,,,,,,Conexus-IT        
Project Frog,,,,,,,,,Project Frog        
NanoString Technologies,,,,,,,,,NanoString Technologies        
InSightec,,,,,,,,,InSightec        
ParLevel Systems,,,,,,,,,ParLevel Systems        
Promoter.io,,,,,,,,,Promoter.io        
Netotiate,,,,,,,,,Netotiate        
LoyalBlocks,,,,,,,,,LoyalBlocks        
Pacific Biosciences,,,,,,,,,Pacific Biosciences        
Roka Bioscience,,,,,,,,,Roka Bioscience        
23andMe,,,,,,,,,23andMe        
Constellation Pharmaceuticals,,,,,,,,,Constellation Pharmaceuticals        
Subsidence,,,,,,,,,Subsidence        
Optyn,,,,,,,,,Optyn        
A123 Systems,,,,,,,,,A123 Systems        
Adify,,,,,,,,,Adify        
CLEARme,,,,,,,,,CLEARme        
Southwest Windpower,,,,,,,,,Southwest Windpower        
Advanced Electron Beams,,,,,,,,,Advanced Electron Beams        
University of Connecticut,,,,,,,,,University of Connecticut        
Pivotal,,,,,,,,,Pivotal        
Proterra,,,,,,,,,Proterra        
Applied Proteomics,,,,,,,,,Applied Proteomics        
Whisper Communications,,,,,,,,,Whisper Communications        
zozi,,,,,,,,,zozi        
Kyruus,,,,,,,,,Kyruus        
Quantopian,,,,,,,,,Quantopian        
Daylife,,,,,,,,,Daylife        
eDoorways International,,,,,,,,,eDoorways International        
HealthLok,,,,,,,,,HealthLok        
ChemoCentryx,,,,,,,,,ChemoCentryx        
Theravance,,,,,,,,,Theravance        
Semprus BioSciences,,,,,,,,,Semprus BioSciences        
Concert Pharmaceuticals,,,,,,,,,Concert Pharmaceuticals        
Sanswire,,,,,,,,,Sanswire        
CoreTrace,,,,,,,,,CoreTrace        
iQ Media Corp,,,,,,,,,iQ Media Corp        
MicroTransponder,,,,,,,,,MicroTransponder        
TrialPay,,,,,,,,,TrialPay        
Actacell,,,,,,,,,Actacell        
AOL,,,,,,,,,AOL        
Current Communications Group,,,,,,,,,Current Communications Group        
Meraki,,,,,,,,,Meraki        
Navigenics,,,,,,,,,Navigenics        
Makani Power,,,,,,,,,Makani Power        
Life360,,,,,,,,,Life360        
Aptera,,,,,,,,,Aptera        
Zynga,,,,,,,,,Zynga        
NatureBridge,,,,,,,,,NatureBridge        
BrightSource Energy,,,,,,,,,BrightSource Energy        
Alta Wind Energy Center,,,,,,,,,Alta Wind Energy Center        
Machinima,,,,,,,,,Machinima        
EDF Renewable Energy,,,,,,,,,EDF Renewable Energy        
SurveyMonkey,,,,,,,,,SurveyMonkey        
Lending Club,,,,,,,,,Lending Club        
Expect Labs,,,,,,,,,Expect Labs        
MOG,,,,,,,,,MOG        
DabKick,,,,,,,,,DabKick        
FullCircle GeoSocial Networks,,,,,,,,,FullCircle GeoSocial Networks        
Mochila,,,,,,,,,Mochila        
Telesphere Networks,,,,,,,,,Telesphere Networks        
Boardvote Inc.,,,,,,,,,Boardvote Inc.        
Massachusetts Clean Energy Center,,,,,,,,,Massachusetts Clean Energy Center        
Key Ingredient Corporation,,,,,,,,,Key Ingredient Corporation        
Moglue,,,,,,,,,Moglue        
Databanq,,,,,,,,,Databanq        
Fenix International,,,,,,,,,Fenix International        
Wishpot,,,,,,,,,Wishpot        
Zooppa,,,,,,,,,Zooppa        
Thounds,,,,,,,,,Thounds        
Timbuktu Labs,,,,,,,,,Timbuktu Labs        
OSSIANIX,,,,,,,,,OSSIANIX        
Palyon Medical,,,,,,,,,Palyon Medical        
Jingle Punks Music,,,,,,,,,Jingle Punks Music        
1366 Technologies,,,,,,,,,1366 Technologies        
tenKsolar,,,,,,,,,tenKsolar        
OneRoof Energy,,,,,,,,,OneRoof Energy        
Advice Wallet,,,,,,,,,Advice Wallet        
Bumpr,,,,,,,,,Bumpr        
School Yourself,,,,,,,,,School Yourself        
Mark43,,,,,,,,,Mark43        
Ooploo,,,,,,,,,Ooploo        
CrowdFlik,,,,,,,,,CrowdFlik        
Funny Or Die,,,,,,,,,Funny Or Die        
Gema Touch,,,,,,,,,Gema Touch        
PRSM Healthcare,,,,,,,,,PRSM Healthcare        
Remedify,,,,,,,,,Remedify        
TheraVid,,,,,,,,,TheraVid        
Diversion,,,,,,,,,Diversion        
Refinery29,,,,,,,,,Refinery29        
Leaf,,,,,,,,,Leaf        
VisualCV,,,,,,,,,VisualCV        
Triton Algae Innovations,,,,,,,,,Triton Algae Innovations        
2080 Media,,,,,,,,,2080 Media        
FuzeBox,,,,,,,,,FuzeBox        
Mimeo,,,,,,,,,Mimeo        
Cassatt,,,,,,,,,Cassatt        
Extraprise,,,,,,,,,Extraprise        
Clinical Insight,,,,,,,,,Clinical Insight        
Array Health Solutions,,,,,,,,,Array Health Solutions        
Max-Viz,,,,,,,,,Max-Viz        
blabfeed,,,,,,,,,blabfeed        
Kiboo.com,,,,,,,,,Kiboo.com        
Proximic,,,,,,,,,Proximic        
Qualvu,,,,,,,,,Qualvu        
Mosoro,,,,,,,,,Mosoro        
Pixim,,,,,,,,,Pixim        
Metabolic Solutions Development,,,,,,,,,Metabolic Solutions Development        
Decisyon,,,,,,,,,Decisyon        
Overture Networks,,,,,,,,,Overture Networks        
Ekahau,,,,,,,,,Ekahau        
Inotek Pharmaceuticals,,,,,,,,,Inotek Pharmaceuticals        
Wireless Glue Networks,,,,,,,,,Wireless Glue Networks        
ActiveRain,,,,,,,,,ActiveRain        
Academia.edu,,,,,,,,,Academia.edu        
ProspX,,,,,,,,,ProspX        
Exit41,,,,,,,,,Exit41        
SpaBooker,,,,,,,,,SpaBooker        
Pinnatta,,,,,,,,,Pinnatta        
Anomaly Innovations,,,,,,,,,Anomaly Innovations        
Appbistro,,,,,,,,,Appbistro        
damntheradio,,,,,,,,,damntheradio        
Skyara,,,,,,,,,Skyara        
Pieceable,,,,,,,,,Pieceable        
Cortex,,,,,,,,,Cortex        
CodeEval,,,,,,,,,CodeEval        
Appstores.com,,,,,,,,,Appstores.com        
Backplane,,,,,,,,,Backplane        
Ravn,,,,,,,,,Ravn        
PrePay,,,,,,,,,PrePay        
ApptheGame,,,,,,,,,ApptheGame        
Cozy,,,,,,,,,Cozy        
vidIQ,,,,,,,,,vidIQ        
InstantAction,,,,,,,,,InstantAction        
MerchantCircle,,,,,,,,,MerchantCircle        
HealthCentral,,,,,,,,,HealthCentral        
EnterpriseDB,,,,,,,,,EnterpriseDB        
Sierra Monolithics,,,,,,,,,Sierra Monolithics        
Primus Green Energy,,,,,,,,,Primus Green Energy        
"StarCite, Part of Active Network",,,,,,,,,"StarCite, Part of Active Network        "
Relay Network,,,,,,,,,Relay Network        
Ludei,,,,,,,,,Ludei        
ShopWell,,,,,,,,,ShopWell        
Startup Quest,,,,,,,,,Startup Quest        
Green Plug,,,,,,,,,Green Plug        
Education Elements,,,,,,,,,Education Elements        
Laser Light Engines,,,,,,,,,Laser Light Engines        
HOLLR,,,,,,,,,HOLLR        
Divergence,,,,,,,,,Divergence        
Allylix,,,,,,,,,Allylix        
Kapow Events,,,,,,,,,Kapow Events        
Trendslide,,,,,,,,,Trendslide        
Medlio,,,,,,,,,Medlio        
Noxilizer,,,,,,,,,Noxilizer        
Register My Info¨,,,,,,,,,Register My Info¨        
RainStor,,,,,,,,,RainStor        
Rethink Books,,,,,,,,,Rethink Books        
Slicebooks,,,,,,,,,Slicebooks        
Hoseanna,,,,,,,,,Hoseanna        
Watchup,,,,,,,,,Watchup        
Chewse,,,,,,,,,Chewse        
TrustGo,,,,,,,,,TrustGo        
Daylight Solutions,,,,,,,,,Daylight Solutions        
Wasabi 3D,,,,,,,,,Wasabi 3D        
Vimty,,,,,,,,,Vimty        
Hulafrog,,,,,,,,,Hulafrog        
Constellation Research,,,,,,,,,Constellation Research        
Samplify Systems,,,,,,,,,Samplify Systems        
Nanya Technology Corporation,,,,,,,,,Nanya Technology Corporation        
Jajah,,,,,,,,,Jajah        
Atom Entertainment,,,,,,,,,Atom Entertainment        
Tutor,,,,,,,,,Tutor        
Endeca,,,,,,,,,Endeca        
Skyhook Wireless,,,,,,,,,Skyhook Wireless        
ElephantDrive,,,,,,,,,ElephantDrive        
Fonality,,,,,,,,,Fonality        
iPrint,,,,,,,,,iPrint        
TagArray,,,,,,,,,TagArray        
JustFab,,,,,,,,,JustFab        
HaulerDeals,,,,,,,,,HaulerDeals        
WildBlue,,,,,,,,,WildBlue        
Attila Technologies,,,,,,,,,Attila Technologies        
Senesco Technologies,,,,,,,,,Senesco Technologies        
Ingram Medical,,,,,,,,,Ingram Medical        
Inverness Medical Innovations,,,,,,,,,Inverness Medical Innovations        
E Ink,,,,,,,,,E Ink        
hopscout,,,,,,,,,hopscout        
SpinMedia,,,,,,,,,SpinMedia        
White Sky,,,,,,,,,White Sky        
theAudience,,,,,,,,,theAudience        
Cap That,,,,,,,,,Cap That        
Marinexplore,,,,,,,,,Marinexplore        
CyberArts,,,,,,,,,CyberArts        
WatchParty,,,,,,,,,WatchParty        
Clinkle,,,,,,,,,Clinkle        
Impinj,,,,,,,,,Impinj        
Q Holdings,,,,,,,,,Q Holdings        
LignUp,,,,,,,,,LignUp        
OpenExchange,,,,,,,,,OpenExchange        
Rhythm Pharmaceuticals,,,,,,,,,Rhythm Pharmaceuticals        
Solar Junction,,,,,,,,,Solar Junction        
InTouch Technologies,,,,,,,,,InTouch Technologies        
Commerce Guys,,,,,,,,,Commerce Guys        
Sungevity,,,,,,,,,Sungevity        
Better Place,,,,,,,,,Better Place        
sarvaMAIL,,,,,,,,,sarvaMAIL        
Extreme DA,,,,,,,,,Extreme DA        
Wintermute,,,,,,,,,Wintermute        
Active Endpoints,,,,,,,,,Active Endpoints        
DermTech International,,,,,,,,,DermTech International        
StyleCaster,,,,,,,,,StyleCaster        
Mintera,,,,,,,,,Mintera        
Exogenesis,,,,,,,,,Exogenesis        
GIDEEN,,,,,,,,,GIDEEN        
InnerWireless,,,,,,,,,InnerWireless        
Booker,,,,,,,,,Booker        
BoxCast,,,,,,,,,BoxCast        
FireEye,,,,,,,,,FireEye        
BLADE Network Technologies,,,,,,,,,BLADE Network Technologies        
Altor Networks,,,,,,,,,Altor Networks        
Sentrigo,,,,,,,,,Sentrigo        
Violin Memory,,,,,,,,,Violin Memory        
Vidyo,,,,,,,,,Vidyo        
Typesafe,,,,,,,,,Typesafe        
Fastback Networks,,,,,,,,,Fastback Networks        
